X.locale,Address.City,Address.County,Address.FormattedAddress,Address.IntersectionDescription,Address.Latitude,Address.Longitude,Address.Subdivision,LocationMilestones.OpenDate,Market,Name,Store.StoreDistrictID,Store.StoreGroupID
en-US,Cedar Hill,Dallas,"739 N Highway 67, Cedar Hill, TX 75104-2142",SWC US 67 & Pleasant Run Rd,32.603229,-96.936694,TX,2003-10-08T12:00:00,RG3,Cedar Hill,306,391
en-US,Waxahachie,Ellis,"1316 N Highway 77, Waxahachie, TX 75165-5116",NEC Hwy 77 & US Hwy 287,32.422123,-96.837576,TX,2005-03-02T12:00:00,RG3,Waxahachie,306,391
en-US,Grand Prairie,Dallas,"554 W Interstate 20, Grand Prairie, TX 75052-6932",NWC I-20 & Carrier Pkwy,32.677827,-97.009642,TX,1998-03-04T12:00:00,RG3,Grand Prairie,306,391
en-US,Grand Prairie,Tarrant,"5270 S State Highway 360, Grand Prairie, TX 75052-8307",SEC State Hwy 360 & Camp Wisdom Rd,32.642824,-97.060569,TX,2007-03-07T12:00:00,ESF,Grand Prairie S,306,391
en-US,Hurst,Tarrant,"1400 Precinct Line Rd, Hurst, TX 76053-3828",NEC Precinct Ln & Bedford Euless,32.836666,-97.183981,TX,2000-07-19T12:00:00,RG3,Hurst,321,391
en-US,Fort Worth,Tarrant,"8550 East Fwy, Fort Worth, TX 76120-4414",SWC I-30 & Eastchase Pkwy,32.758276,-97.170162,TX,1995-10-04T12:00:00,RG3,Eastchase,321,391
en-US,Arlington,Tarrant,"1600 W Arbrook Blvd, Arlington, TX 76015-4107",SWC Cooper St & Arbrook Blvd,32.684103,-97.135958,TX,2001-07-25T12:00:00,ESF,Arlington South,306,391
en-US,Watauga,Tarrant,"8000 Denton Hwy, Watauga, TX 76148-2464",SEC US 377 & Bursey Rd,32.889784,-97.25691,TX,2000-07-19T12:00:00,RG3,Watauga,342,391
en-US,Mansfield,Tarrant,"1801 Highway 287 N, Mansfield, TX 76063-7533",SWC US 287 & Debbie Lane,32.589965,-97.144408,TX,2003-07-23T12:00:00,RG3,Mansfield,306,391
en-US,Fort Worth,Tarrant,"8917 Tehama Ridge Pkwy, Fort Worth, TX 76177-2005",NEC of I-35W and North Tarrant Pkwy,32.90212,-97.32478,TX,2015-10-07T12:00:00,,Fort Worth,342,391
en-US,Fort Worth,Tarrant,"301 Carroll St, Fort Worth, TX 76107-1956",NEC 7th St & Carroll St,32.755476,-97.354078,TX,2005-10-05T12:00:00,RG3,Fort Worth Central,342,391
en-US,Lake Worth,Tarrant,"6604 Lake Worth Blvd, Lake Worth, TX 76135-3000",NWC Hwy 199 & NW Centre Dr,32.814128,-97.429322,TX,2005-07-20T12:00:00,RG3,Lake Worth,342,391
en-US,Fort Worth,Tarrant,"751 Alta Mere Dr, Fort Worth, TX 76116-1526",NEC Hwy 183 & Green Oaks Rd,32.74899,-97.432039,TX,2008-07-23T12:00:00,RG3,Ridgmar,342,391
en-US,Fort Worth,Tarrant,"5700 Overton Ridge Blvd, Fort Worth, TX 76132-3220",NEC Bryant Irvin & Overton Rdg,32.678625,-97.412599,TX,2000-10-04T12:00:00,RG3,Cityview,342,391
en-US,Burleson,Johnson,"200 NW John Jones Dr, Burleson, TX 76028-5615",NWC FM 731 ext & Hwy 174,32.523504,-97.349245,TX,2004-10-06T12:00:00,RG3,Burleson,342,391
en-US,Weatherford,Parker,"122 E Interstate 20, Weatherford, TX 76087-8556",SEC I-20 & Hwy 171/S Main St,32.727421,-97.78406,TX,2005-07-20T12:00:00,RG3,Weatherford,342,391
en-US,Huntsville,Walker,"259 Interstate 45 S, Huntsville, TX 77340-4903",NWC I-45 & Smither Dr,30.70689,-95.566244,TX,2009-07-22T12:00:00,RG3,Huntsville,304,392
en-US,Waco,McLennan,"5401 Bosque Blvd, Waco, TX 76710-4442",NWC Bosque Blvd & Wooded Acres Dr,31.534892,-97.192432,TX,2003-03-05T12:00:00,RG3,Waco,306,391
en-US,Bryan,Brazos,"3061 Wildflower Dr, Bryan, TX 77802-3060",SEC Hwy 6 Bypass & Briarcrest Dr,30.664818,-96.32209,TX,2008-07-23T12:00:00,RG3,Bryan,304,392
en-US,Conroe,Montgomery,"503 I 45 N, Conroe, TX 77304-2331",SWC I-45 & Rte 105,30.314314,-95.473853,TX,1998-03-04T12:00:00,RG3,Conroe,304,392
en-US,Beaumont,Jefferson,"5850 Eastex Fwy, Beaumont, TX 77708-4824",NEC Hwy 69/96 & Dowlen Rd,30.126002,-94.15271,TX,1982-02-24T12:00:00,RG3,Beaumont,303,392
en-US,Lake Charles,Calcasieu Parish,"1720 W Prien Lake Rd, Lake Charles, LA 70601-8361",NEC Nelson Rd & Prien Lake Rd,30.199843,-93.245921,LA,2002-03-06T12:00:00,RG3,Lake Charles,353,392
en-US,College Station,Brazos,"2100 Texas Ave S, College Station, TX 77840-3918",SWC Texas Ave & Holleman Dr,30.610755,-96.315122,TX,1992-07-22T12:00:00,RG3,College Station,304,392
en-US,Edwardsville,Madison,"2350 Troy Rd, Edwardsville, IL 62025-2584",NEC Hwy 159 & Goshen Rd,38.78342,-89.949043,IL,1996-03-06T12:00:00,EMW,Edwardsville,147,194
en-US,Alton,Madison,"300 Homer M Adams Pkwy, Alton, IL 62002-5928",NEC Homer Adams Pkwy & Alby Rd,38.921281,-90.169937,IL,1979-10-29T12:00:00,EMW,Alton,147,194
en-US,Wichita Falls,Wichita,"4317 Kemp Blvd, Wichita Falls, TX 76308-3717",SEC Kemp Blvd & Elliot St,33.864791,-98.533874,TX,1980-02-04T12:00:00,RG3,Wichita Falls,326,391
en-US,Port Arthur,Jefferson,"3100 Highway 365 Ste 90, Port Arthur, TX 77642-7796",SEC US 69 & TX Hwy 365,29.945702,-93.988995,TX,2004-03-03T12:00:00,RG3,Port Arthur,303,392
en-US,Magnolia,Montgomery,"32858 FM 2978 Rd, Magnolia, TX 77354-6073",SEC FM 1488 & FM 2978,30.216879,-95.565289,TX,2008-03-05T12:00:00,RG3,Westwood Village,304,392
en-US,The Woodlands,Montgomery,"1100 Lake Woodlands Dr, The Woodlands, TX 77380-3221",NWC Lake Woodlands Dr & I-45,30.169394,-95.45353,TX,1991-10-09T12:00:00,RG3,Woodlands,304,392
en-US,Humble,Harris,"6931 FM 1960 Rd E, Humble, TX 77346-2705",NWC FM 1960 & W Lake Houston Pkwy,30.000453,-95.172219,TX,2008-07-23T12:00:00,RG3,Atascocita,304,392
en-US,Humble,Harris,"20777 Hwy 59 N, Humble, TX 77338-2209",SWC Townsen Blvd & US 59,30.019506,-95.268162,TX,2002-10-09T12:00:00,RG3,Humble,304,392
en-US,Spring,Harris,"6635 N Grand Pkwy W, Spring, TX 77389",SEC SEC Grand Parkway and Kuykendahl,30.087472,-95.52035,TX,2017-03-08T12:00:00,,Spring,304,392
en-US,Spring,Harris,"19511 I H 45, Spring, TX 77388-6015",SWC Cypresswood Dr & I-45,30.050394,-95.434319,TX,2002-10-09T12:00:00,RG3,Houston North Central,304,392
en-US,Tomball,Harris,"14302 FM 2920 Rd, Tomball, TX 77377-5504",NWC State Hwy 249 & FM 2920,30.091615,-95.639736,TX,2004-07-21T12:00:00,RG3,Houston Tomball North,364,392
en-US,St. Joseph,Buchanan,"5201 N Belt Hwy, St. Joseph, MO 64506-1297",NEC N Belt Hwy & Cook Rd,39.815468,-94.812352,MO,2005-03-02T12:00:00,RG1,St Joseph,123,194
en-US,Manhattan,Riley,"800 Commons Pl, Manhattan, KS 66503-3001",NWC Fort Riley Blvd & Seth Child Rd,39.171758,-96.605345,KS,2003-07-23T12:00:00,BTC,Manhattan,144,194
en-US,Tucson,Pima,"3901 W Ina Rd, Tucson, AZ 85741-2206",SWC Ina Rd & Thornydale Rd,32.336156,-111.048391,AZ,1993-10-06T12:00:00,RG2,Tucson NW,376,390
en-US,Tucson,Pima,"1225 W Irvington Rd, Tucson, AZ 85714-1167",SWC I-19 & Irvington,32.160961,-110.989723,AZ,2001-07-25T12:00:00,RG2,Tucson SW,376,390
en-US,Tucson,Pima,"4040 N Oracle Rd, Tucson, AZ 85705-2720",NEC Roger Rd & Oracle Rd/St Hwy 77,32.279864,-110.976713,AZ,2009-10-07T12:00:00,RG2,Tucson North,376,390
en-US,Oro Valley,Pima,"10555 N Oracle Rd, Oro Valley, AZ 85737-9353",SWC Oracle (Rte 77) & 1st Ave,32.399158,-110.959446,AZ,1999-03-03T12:00:00,RG2,Oro Valley,376,390
en-US,Tucson,Pima,"3699 E Broadway Blvd, Tucson, AZ 85716-5400",NWC E. Broadway & Alvernon Way,32.22347,-110.914589,AZ,2004-07-21T12:00:00,RG2,Tucson El Con Mall,376,390
en-US,Tucson,Pima,"5255 E Broadway Blvd, Tucson, AZ 85711-3702",NEC E Broadway & Rosemont,32.222957,-110.880256,AZ,1983-07-31T12:00:00,RG2,Tucson Broadway,376,390
en-US,Tucson,Pima,"6500 E Grant Rd, Tucson, AZ 85715-3801",NWC Kolb Rd & Tanque Verde Rd,32.249311,-110.853411,AZ,1993-10-06T12:00:00,RG2,Tucson NE,376,390
en-US,Tucson,Pima,"9615 E Old Spanish Trl, Tucson, AZ 85748-7540",NEC Harrison Rd & 22nd St,32.207417,-110.786774,AZ,2004-03-03T12:00:00,RG2,Tucson SE,376,390
en-US,Chandler,Maricopa,"3777 S ARIZONA AVE, Chandler, AZ 85248",NEC S Arizona Avenue & E Ocotillo Road,33.25002,-111.838331,AZ,2011-07-20T12:00:00,RG2,Chandler South,379,390
en-US,Gilbert,Maricopa,"3931 S Gilbert Rd, Gilbert, AZ 85297-7004",NEC Gilbert Rd & Germann Rd,33.27841,-111.786353,AZ,2005-03-02T12:00:00,RG2,Gilbert SW,379,390
en-US,Chandler,Maricopa,"3425 W Frye Rd, Chandler, AZ 85226-5008",SWC Price Rd & Frye Rd,33.296076,-111.899963,AZ,2003-10-08T12:00:00,RG2,Chandler West Santan,379,390
en-US,Queen Creek,Maricopa,"21398 S Ellsworth Loop Rd, Queen Creek, AZ 85142-5379",NWC Ocotillo Rd & S Ellsworth Rd,33.254419,-111.641632,AZ,2008-03-05T12:00:00,RG2,Queen Creek,374,390
en-US,Phoenix,Maricopa,"4734 E Ray Rd, Phoenix, AZ 85044-6225",NWC Ray & 48th St,33.321379,-111.981542,AZ,1994-07-20T12:00:00,ESF,Ahwatukee,379,390
en-US,Gilbert,Maricopa,"1515 E Warner Rd, Gilbert, AZ 85296-3138",SWC Warner & Val Vista Rds,33.334243,-111.757366,AZ,1999-10-06T12:00:00,RG2,Gilbert,379,390
en-US,Mesa,Maricopa,"5110 S Power Rd, Mesa, AZ 85212-4201",NWC Power Rd & Ray Rd,33.322949,-111.689675,AZ,2005-03-02T12:00:00,RG2,Gilbert SE,374,390
en-US,Phoenix,Maricopa,"2140 E Baseline Rd, Phoenix, AZ 85042-6910",NWC 24th St & Baseline,33.379333,-112.03501,AZ,2004-10-06T12:00:00,RG2,South Mountain,379,390
en-US,Tempe,Maricopa,"1818 E Baseline Rd, Tempe, AZ 85283-1502",NEC Baseline & McClintock Dr,33.379204,-111.907465,AZ,1987-09-09T12:00:00,RG2,Tempe,379,390
en-US,Mesa,Maricopa,"1230 S Longmore Ave, Mesa, AZ 85202-9602",SEC Southern Ave & Longmore,33.392155,-111.864869,AZ,2004-07-21T12:00:00,RG2,Mesa West,379,390
en-US,Mesa,Maricopa,"1135 S Gilbert Rd, Mesa, AZ 85204-5205",NEC Southern Ave & Gilbert Rd,33.394166,-111.785987,AZ,1986-10-08T12:00:00,RG2,Mesa Central,379,390
en-US,Mesa,Maricopa,"1525 S Power Rd, Mesa, AZ 85206-3707",NEC Superstition Frwy & Power,33.388909,-111.683474,AZ,1993-10-06T12:00:00,RG2,Mesa East,374,390
en-US,Tolleson,Maricopa,"9830 W Lower Buckeye Rd, Tolleson, AZ 85353-9424",NEC 99th Ave & Lower Buckeye Rd,33.423059,-112.269381,AZ,2006-07-19T12:00:00,RG2,Phoenix SW,375,390
en-US,Tempe,Maricopa,"1800 E Rio Salado Pkwy, Tempe, AZ 85281-2266",SEC McClintock Dr & Loop 202,33.430441,-111.905248,AZ,2007-07-25T12:00:00,RG2,Tempe NE,379,390
en-US,Goodyear,Maricopa,"995 S Cotton Ln, Goodyear, AZ 85338-4604",NEC Yuma Rd & Cotton Ln,33.437407,-112.421869,AZ,2008-10-08T12:00:00,RG2,Goodyear West,375,390
en-US,Phoenix,Maricopa,"4515 E Thomas Rd, Phoenix, AZ 85018-7614",SEC Thomas Road & 44th St,33.477388,-111.984509,AZ,1995-03-08T12:00:00,RG2,Arcadia Crossing,379,390
en-US,Phoenix,Maricopa,"7409 W Virginia Ave, Phoenix, AZ 85035-1336",SEC 75th Ave & Virginia Ave,33.475425,-112.218617,AZ,1993-07-21T12:00:00,RG2,Westridge,375,390
en-US,Goodyear,Maricopa,"1515 N Litchfield Rd, Goodyear, AZ 85395-1237",NEC I-10 & Litchfield,33.462942,-112.355692,AZ,1999-10-06T12:00:00,RG2,Goodyear,375,390
en-US,Mesa,Maricopa,"2151 N Power Rd, Mesa, AZ 85215-2971",NEC Power Road & McKellips Rd,33.453955,-111.682275,AZ,2001-10-10T12:00:00,RG2,Mesa Red Mountain,374,390
en-US,Phoenix,Maricopa,"1625 E Camelback Rd, Phoenix, AZ 85016-3901",SEC Camelback Rd and 16th St,33.507522,-112.046462,AZ,2017-07-19T12:00:00,,Phoenix Uptown Camelback,375,390
en-US,Phoenix,Maricopa,"5715 N 19th Ave, Phoenix, AZ 85015-2433",SEC Bethany Home Rd & 19th Ave,33.520769,-112.096798,AZ,2007-10-10T12:00:00,RG2,Phoenix Spectrum,375,390
en-US,Scottsdale,Maricopa,"9000 E Talking Stick Way, Scottsdale, AZ 85250-8502",NEC Pima Rd & Indian Bend Rd,33.54021,-111.887628,AZ,1989-02-15T12:00:00,RG2,Scottsdale,377,390
en-US,Glendale,Maricopa,"9350 W Northern Ave, Glendale, AZ 85305-1103",NWC 91st Ave & Northern Ave,33.554179,-112.259787,AZ,2001-10-10T12:00:00,RG2,Peoria SW,375,390
en-US,Glendale,Maricopa,"10404 N 43rd Ave, Glendale, AZ 85302-2019",SWC W Peoria & N 43rd Ave,33.580184,-112.152971,AZ,2007-10-10T12:00:00,RG2,Glendale,375,390
en-US,Phoenix,Maricopa,"12602 N Paradise Village Pkwy W, Phoenix, AZ 85032-7671",NWC Cactus & Paradise Village,33.600407,-111.989239,AZ,1985-10-09T12:00:00,RG2,Paradise Valley,377,390
en-US,Fountain Hills,Maricopa,"16825 E Shea Blvd, Fountain Hills, AZ 85268-6668",SWC Shea Blvd & Saguaro Blvd,33.573929,-111.718355,AZ,2002-10-09T12:00:00,RG2,Fountain Hills,377,390
en-US,Scottsdale,Maricopa,"15444 N Frank Lloyd Wright Blvd, Scottsdale, AZ 85260-2845",SEC Pima & Frank Lloyd Wright,33.627292,-111.888293,AZ,1994-10-05T12:00:00,RG2,North Scottsdale,377,390
en-US,Phoenix,Maricopa,"16806 N 7th St, Phoenix, AZ 85022-2662",SWC Bell Rd & N 7th St,33.638654,-112.068832,AZ,2007-10-10T12:00:00,RG2,Deer Valley,377,390
en-US,Peoria,Maricopa,"8055 W Bell Rd, Peoria, AZ 85382-3806",SEC Bell Rd & 83rd Ave,33.636207,-112.22854,AZ,1992-10-07T12:00:00,ESF,Peoria North,375,390
en-US,Surprise,Maricopa,"13731 W Bell Rd, Surprise, AZ 85374-3871",SWC Bell Rd & Grand Ave,33.637254,-112.3532,AZ,2001-07-25T12:00:00,RG2,Surprise,375,390
en-US,Phoenix,Maricopa,"2727 W Agua Fria Fwy, Phoenix, AZ 85027-3929",SWC Agua Fria Fwy & 27th Ave,33.666761,-112.119577,AZ,1998-07-22T12:00:00,RG2,Phoenix North Central,377,390
en-US,Phoenix,Maricopa,"21001 N Tatum Blvd Ste 20, Phoenix, AZ 85050-4207",NEC Loop 101 & Tatum Blvd,33.674884,-111.974585,AZ,2001-10-10T12:00:00,RG2,Phoenix NE,377,390
en-US,Peoria,Maricopa,"24890 N Lake Pleasant Pkwy, Peoria, AZ 85383-1348",SWC Happy Valley Rd & Lake Pleasant Rd,33.709473,-112.27532,AZ,2007-03-07T12:00:00,RG2,Peoria Far North,375,390
en-US,Sierra Vista,Cochise,"4151 E Highway 90, Sierra Vista, AZ 85635-2425",NEC Hwy 90 & Hwy 92,31.555778,-110.255764,AZ,1996-03-06T12:00:00,RG2,Sierra Vista,376,390
en-US,Scottsdale,Maricopa,"32351 N Scottsdale Rd, Scottsdale, AZ 85266-1513",NEC Scottsdale Rd & Lone Mtn Rd,33.779027,-111.923014,AZ,2001-07-25T12:00:00,RG2,Far North Scottsdale,377,390
en-US,Yuma,Yuma,"1450 S Yuma Palms Pkwy, Yuma, AZ 85365-1707",NWC Pacific Ave & 16th St,32.704743,-114.60538,AZ,2005-10-05T12:00:00,RG2,Yuma,375,390
en-US,Prescott,Yavapai,"1851 E Highway 69, Prescott, AZ 86301-5665",SWC Hwy 69 & Grant St,34.54961,-112.431774,AZ,1994-10-05T12:00:00,RG2,Prescott,377,390
en-US,El Centro,Imperial,"2295 N Imperial Ave, El Centro, CA 92243-1335",SEC Imperial Ave & Cruikshank Dr,32.813328,-115.567642,CA,2003-10-08T12:00:00,RG2,El Centro,201,296
en-US,Flagstaff,Coconino,"1650 S Milton Rd, Flagstaff, AZ 86001-0802",NEC Milton Rd & University Dr,35.183837,-111.66001,AZ,1994-07-20T12:00:00,RG2,Flagstaff,377,390
en-US,Albuquerque,Bernalillo,"9371 Coors Blvd NW, Albuquerque, NM 87114-4005",SWC Coors Rd & Irving Blvd,35.186039,-106.664262,NM,1990-02-21T12:00:00,RG2,Albuquerque NW,378,390
en-US,Albuquerque,Bernalillo,"2120 Louisiana Blvd NE, Albuquerque, NM 87110-5402",SEC Louisiana Blvd & Indian School Road,35.101583,-106.568088,NM,2013-03-06T12:00:00,RG2,Albuquerque Uptown,378,390
en-US,Albuquerque,Bernalillo,"11120 Lomas Blvd NE, Albuquerque, NM 87112-5582",SEC Lomas & Hotel,35.085529,-106.527855,NM,1988-10-05T12:00:00,RG2,Albuquerque Lomas,378,390
en-US,Rio Rancho,Sandoval,"4225 Crestview Dr, Rio Rancho, NM 87124-5903",NWC Rte 528 & Crestview Dr,35.252425,-106.65139,NM,1998-03-04T12:00:00,RG2,Rio Rancho,378,390
en-US,Albuquerque,Bernalillo,"6100 Paseo Del Norte NE, Albuquerque, NM 87113-1512",SEC I-25 & Paseo del Norte,35.172748,-106.58154,NM,2005-10-05T12:00:00,RG2,Albuquerque NE,378,390
en-US,Albuquerque,Bernalillo,"8510 Montgomery Blvd NE, Albuquerque, NM 87111-2307",SWC Montgomery & Chenault,35.130034,-106.547596,NM,1988-10-05T12:00:00,RG2,Albuquerque Wyoming,378,390
en-US,Las Cruces,Dona Ana,"2541 E Lohman Ave, Las Cruces, NM 88011-8233",NEC I-25 & Lohman,32.317435,-106.744205,NM,1997-07-23T12:00:00,RG3,Las Cruces,374,390
en-US,El Paso,El Paso,"801 Sunland Park Dr, El Paso, TX 79912-5209",NEC I-10 & Sunland Park Dr,31.81844,-106.548296,TX,1992-10-07T12:00:00,RG3,El Paso West,374,390
en-US,Farmington,San Juan,"4900 E Main St, Farmington, NM 87402-8658",NEC US 550 & English,36.768639,-108.148215,NM,1995-07-19T12:00:00,RG2,Farmington,378,390
en-US,El Paso,El Paso,"6001 W Gateway Blvd, El Paso, TX 79925-3416",NEC I-10 & Paisano Dr,31.783152,-106.414718,TX,1993-10-06T12:00:00,RG3,El Paso Central,374,390
en-US,Santa Fe,Santa Fe,"3550 Zafarano Dr, Santa Fe, NM 87507-2606",NEC Cerrrillos Rd & Rodeo Rd,35.639352,-106.012863,NM,1997-10-08T12:00:00,RG2,Santa Fe,378,390
en-US,El Paso,El Paso,"1901 George Dieter Dr, El Paso, TX 79936-3855",NWC George Dieter & Montwood,31.769818,-106.305141,TX,1992-10-07T12:00:00,RG3,El Paso East,374,390
en-US,El Paso,El Paso,"1874 Joe Battle Blvd, El Paso, TX 79936-0962",SEC Joe Battle Blvd & Montwood Dr,31.759186,-106.265312,TX,2006-10-04T12:00:00,RG3,El Paso Far East,374,390
en-US,Bullhead City,Mohave,"3699 Hwy 95, Bullhead City, AZ 86442-9119",NWC Route 95 & Richardo Ave,35.051939,-114.592099,AZ,2008-03-05T12:00:00,RG2,Bullhead City,380,390
en-US,Henderson,Clark,"350 W Lake Mead Pkwy, Henderson, NV 89015-7088",NWC State Hwy 146 & Water St,36.038477,-114.994098,NV,2008-07-23T12:00:00,RG2,Henderson South,380,390
en-US,Henderson,Clark,"605 N Stephanie St, Henderson, NV 89014-2612",NWC Stephanie & Sunset,36.065059,-115.047712,NV,1991-10-09T12:00:00,RG2,Henderson,380,390
en-US,Henderson,Clark,"695 S Green Valley Pkwy, Henderson, NV 89052-0404",SWC W Horizon Ridge Pkwy & S Green Valley Pkwy,36.003399,-115.085183,NV,2009-10-07T12:00:00,RG2,Henderson SW,380,390
en-US,Las Vegas,Clark,"9725 S Eastern Ave, Las Vegas, NV 89183-6841",SWC Eastern Ave & Silverado,36.012118,-115.121798,NV,1999-07-21T12:00:00,RG2,Las Vegas Silverado Ranch,380,390
en-US,Las Vegas,Clark,"1200 S Nellis Blvd, Las Vegas, NV 89104-5752",SEC S Nellis & Charleston Blvd,36.15806,-115.060962,NV,1987-07-22T12:00:00,RG2,Las Vegas East,373,390
en-US,Las Vegas,Clark,"4001 S Maryland Pkwy, Las Vegas, NV 89119-7556",NWC Maryland Pkwy & Flamingo,36.116541,-115.13886,NV,1987-07-22T12:00:00,RG2,Las Vegas Flamingo,380,390
en-US,Las Vegas,Clark,"4100 Blue Diamond Rd, Las Vegas, NV 89139-7717",NWC Blue Diamond Rd & Hinson,36.04072,-115.194644,NV,2006-10-04T12:00:00,RG2,Las Vegas Blue Diamond,380,390
en-US,North Las Vegas,Clark,"7090 N 5th St, North Las Vegas, NV 89084-1333",SEC 215 Beltway & N 5th St,36.288669,-115.133095,NV,2009-03-04T12:00:00,RG2,N Las Vegas Deer SP,373,390
en-US,Las Vegas,Clark,"3550 S Rainbow Blvd, Las Vegas, NV 89103-1004",SEC Spring Mountain & Rainbow,36.124402,-115.241548,NV,1993-07-21T12:00:00,RG2,West Las Vegas,373,390
en-US,Saint George,Washington,"275 S River Rd, Saint George, UT 84790-2116",NEC River Rd & 500 South St,37.102987,-113.554468,UT,2001-07-25T12:00:00,RG2,St George,373,390
en-US,Las Vegas,Clark,"6371 N Decatur Blvd, Las Vegas, NV 89130-8001",SWC Hwy 215 & N Decatur Blvd,36.272988,-115.209482,NV,2009-07-22T12:00:00,RG2,Las Vegas N Decatur,373,390
en-US,Las Vegas,Clark,"3210 N Tenaya Way, Las Vegas, NV 89129-6239",NEC Cheyenne & Tenaya Way,36.219536,-115.24983,NV,1992-10-07T12:00:00,RG2,Las Vegas NW,373,390
en-US,Las Vegas,Clark,"8750 W Charleston Blvd, Las Vegas, NV 89117-5452",NEC Charleston Blvd & Rampart,36.161086,-115.287134,NV,1999-07-21T12:00:00,RG2,Las Vegas Boca Park,373,390
en-US,Las Vegas,Clark,"4155 S Grand Canyon Dr, Las Vegas, NV 89147-7123",SWC I-215 & Flamingo Rd,36.114471,-115.311127,NV,2003-03-05T12:00:00,ESF,Las Vegas Far SW,380,390
en-US,Las Vegas,Clark,"6480 Sky Pointe Dr, Las Vegas, NV 89131-4038",NEC US 95 & Centennial Pkwy,36.280438,-115.263741,NV,2002-07-24T12:00:00,RG2,Las Vegas Far NW,373,390
en-US,La Quinta,Riverside,"78935 US Hwy 111, La Quinta, CA 92253-2072",SEC Washington St & Hwy 111,33.708582,-116.289698,CA,2004-03-03T12:00:00,RG2,La Quinta,205,292
en-US,Palm Desert,Riverside,"72549 Highway 111, Palm Desert, CA 92260-3306",SWC Fred Waring Dr & Rte 111,33.724327,-116.403427,CA,1995-03-08T12:00:00,RG2,Palm Desert,205,292
en-US,Cathedral City,Riverside,"67750 E Palm Canyon Dr, Cathedral City, CA 92234-5441",NEC Hwy 111 & Creek Rd,33.789552,-116.481456,CA,1987-07-22T12:00:00,RG2,Palm Springs,205,292
en-US,Apple Valley,San Bernardino,"20288 US Highway 18, Apple Valley, CA 92307-2937",SEC Hwy 18 & Thunderbird Rd,34.527472,-117.217228,CA,2007-07-25T12:00:00,RG2,Apple Valley North,248,292
en-US,Apple Valley,San Bernardino,"19201 Bear Valley Rd, Apple Valley, CA 92308-6763",SWC Apple Vly & Bear Vly Rd,34.469177,-117.243953,CA,1994-10-05T12:00:00,RG2,Apple Valley,248,292
en-US,Hesperia,San Bernardino,"12795 Main St, Hesperia, CA 92345-9110",SWC I-15 & Main St,34.425036,-117.383994,CA,2008-10-08T12:00:00,RG2,Hesperia,248,292
en-US,San Bernardino,San Bernardino,"2380 Sterling Ave, San Bernardino, CA 92404-4624",NWC N Sterling & Highland Aves,34.138128,-117.24501,CA,1987-07-22T12:00:00,RG2,San Bernardino,248,292
en-US,Redlands,San Bernardino,"27320 W Lugonia Ave, Redlands, CA 92374-2041",NEC Alabama & Lugonia Ave,34.071916,-117.206907,CA,2004-03-03T12:00:00,RG2,Redlands,248,292
en-US,Hemet,Riverside,"3527 W Florida Ave, Hemet, CA 92545-3564",SWC Florida Ave & Sanderson Av,33.745886,-117.008866,CA,1995-10-04T12:00:00,RG2,Hemet,205,292
en-US,Moreno Valley,Riverside,"27100 Eucalyptus Ave, Moreno Valley, CA 92555-4522",SEC Hwy 60 & Nason St,33.937658,-117.189116,CA,2007-07-25T12:00:00,RG2,Moreno Valley East,232,292
en-US,San Bernardino,San Bernardino,"499 W Orange Show Rd, San Bernardino, CA 92408-2029",SEC Orangeshow Rd & South St,34.078716,-117.291844,CA,1983-04-13T12:00:00,RG2,Orange Show,248,292
en-US,Riverside,Riverside,"2755 Canyon Springs Pkwy, Riverside, CA 92507-0932",SWC Canyon Springs Pkwy & Day St,33.938916,-117.28174,CA,2003-10-08T12:00:00,RG2,Riverside SE,232,292
en-US,Fontana,San Bernardino,"15272 Summit Ave, Fontana, CA 92336-0231",NEC I-15 & Summit Ave,34.152152,-117.472963,CA,2005-03-02T12:00:00,RG2,Fontana North,248,292
en-US,Menifee,Riverside,"30340 Haun Rd, Menifee, CA 92584-6806",SWC I-215 & Newport Rd,33.680105,-117.172837,CA,2008-10-08T12:00:00,RG2,Menifee,205,292
en-US,Fontana,San Bernardino,"16964 Slover Ave, Fontana, CA 92337-7556",SEC Sierra & I-10,34.064981,-117.434569,CA,1992-03-11T12:00:00,RG2,Fontana,248,292
en-US,Riverside,Riverside,"3333 Arlington Ave, Riverside, CA 92506-3252",NEC Arlington Ave & McMahon St,33.947388,-117.382433,CA,1987-09-09T12:00:00,RG2,Riverside Arlington,232,292
en-US,Murrieta,Riverside,"27818 Clinton Keith Rd, Murrieta, CA 92562-8554",NWC I-215 & Clinton Keith Rd,33.603888,-117.173596,CA,2009-07-22T12:00:00,RG2,Murrieta North,205,292
en-US,Grand Junction,Mesa,"2424 Highway 6 and 50 Ste C, Grand Junction, CO 81505-1103",NEC Hwy 6 & 24 Rd,39.09287,-108.601179,CO,1980-10-28T12:00:00,RG2,Grand Junction,179,197
en-US,Montrose,Montrose,"3530 Wolverine Dr, Montrose, CO 81401-4952",NWC US 550 & Otter Rd,38.443756,-107.86855,CO,2007-10-10T12:00:00,RG2,Montrose,179,197
en-US,Orem,Utah,"175 W Center St, Orem, UT 84057-4607",SWC Center St & Orem Blvd,40.2959,-111.699239,UT,1997-03-05T12:00:00,RG2,Orem State Street,178,197
en-US,American Fork,Utah,"608 W Main St, American Fork, UT 84003-9762",NEC I-15 & W Main St,40.378504,-111.815253,UT,2003-07-23T12:00:00,RG2,American Fork,178,197
